,business_id,name,categories
40,0x80c4b388ffb45711:0x5be516b31e3d6d11,Botana,['Restaurant']
41,0x809467352f2ce435:0x9d7881ae2a25c1b0,Piara Pizza,"['Pizza restaurant', 'Pizza Takeout', 'Restaurant']"
42,0x80d94dab151ac567:0x70877709ce54a6b,San Diego Kabob Shack,['Restaurant']
43,0x808fbb329381f91f:0xe80fd33117e68b4,California Café,"['Cafe', 'American restaurant', 'Bar', 'Caterer']"
44,0x80c2971865b00631:0x1d360a4bfe47e631,Chit Chat Restaurant Cafe Lounge,"['Restaurant', 'Pizza restaurant']"
45,0x80dcde0d8c62747b:0x96e34b76f227568d,Subway,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
46,0x80dd2b4c8555edb7:0xfc33d65c4bdbef42,Vons Chicken,['Restaurant']
47,0x80dd36785b24f9b3:0x254a971ae487cd7,Amelia's Bar,"['Night club', 'Bar']"
48,0x80c2ba5b61bb2415:0x217207f872e3db5e,El Zacatecas Sports Bar,"['Sports bar', 'Bar']"
49,0x80c2baf50d29bf63:0x5bd904b842b9fcc,La Potranca,['Restaurant']
50,0x54d15b5c2681df95:0xa611357b2e497e58,Beau Pre Cafe,"['Cafe', 'Breakfast restaurant', 'Hamburger restaurant', 'Lunch restaurant']"
51,0x80c2c7a94ac69057:0x8d810f2561e0a3cd,The Plant Power Truck,['Restaurant']
52,0x8090cbf5bbba898b:0xb37d7e1fea0c63ef,Three Bears Country Diner,['Restaurant']
53,0x8085875ce042646d:0xd289103cd80a0a97,Hotei Restaurant,['Restaurant']
54,0x808f7fd770b93dfd:0x9163bc5a8883c63b,Mijita,"['Mexican restaurant', 'Restaurant']"
55,0x809b053254d9dfab:0xb1b11e804211e0ea,Restaurant Josephine,['Restaurant']
56,0x808e4aaee95d631b:0xc9d0839a2aefcb64,Sushi 2-2 Train,"['Sushi restaurant', 'Asian restaurant', 'Japanese restaurant', 'Restaurant', 'Southeast Asian restaurant']"
57,0x80904101ce001281:0x76db23c5d22346ae,McDonald's,"['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']"
58,0x80c2c7049ff0132d:0xf598d3badb3f6dc,Tacos El Comelon (Food Truck),['Restaurant']
59,0x809ae410bb4b79db:0x8e53e91c4a62cfcd,China House,['Restaurant']
60,0x80e84e90e72e4b39:0x606f85aade439c98,Hide Away Bar,['Bar']
61,0x80c2d20b1642d757:0xdf3698e5172297cf,J C Tavern,['Bar']
62,0x808f7c1425bf6e9d:0xf5c6c8e213483c28,Miche's Filipino Cuisine,"['Filipino restaurant', 'Asian restaurant', 'Restaurant']"
63,0x80c298259dc3e43d:0x20349edf1ec7eb40,Bocca Steakhouse,"['Steak house', 'Bar', 'Kosher restaurant']"
64,0x808f7792bd0c683d:0xefefd9d96f8fcb11,La Matcha Cafe,"['Lunch restaurant', 'Bakery', 'Breakfast restaurant', 'Bubble tea store', 'Cafe', 'Caterer', 'Coffee shop', 'Cupcake shop', 'Deli', 'Restaurant', 'Sandwich shop']"
65,0x80c2d4c17351e5d5:0x25ec6df3990c5322,Taco Shack,"['Restaurant', 'Latin American restaurant', 'Mexican restaurant']"
66,0x808f80b286dc6f9b:0xb9c0ee0392825cd4,Subway,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
67,0x808fa2457dc2bb07:0x38710a040751b559,Chef Peking,"['Chinese restaurant', 'Restaurant']"
68,0x80ecf11263210e3b:0x6bb5b0e7180c138f,Brasserie SLO,"['Californian restaurant', 'Bar', 'Distillery']"
69,0x80dc01850e650129:0xe0d434f79aa9ff0,Amazona Acai Cafe,['Cafe']
70,0x809ae58e5b6f8889:0x997c522d3d5cf906,Kiki's Chicken Place,['Restaurant']
71,0x80c2bed4c0875335:0x88562e8d30e3d33d,Kawaba Rice Ball,"['Japanese restaurant', 'Deli', 'Fast food restaurant', 'Restaurant']"
72,0x80ea43a0a053bfc9:0xdc79e691949f9195,Brix Lounge,"['Night club', 'Bar']"
73,0x80db1ba712fc3cbb:0xed35f45d681765db,Burger King,"['Fast food restaurant', 'American restaurant', 'Breakfast restaurant', 'Hamburger restaurant', 'Restaurant']"
74,0x808f79cf345c67c3:0xdc6b969e70deb2bf,Luigi's Sandwich Palace,"['Sandwich shop', 'Bar & grill', 'Deli', 'Takeout Restaurant', 'Restaurant']"
75,0x80c2a3f2d19a95b9:0xbe7400caa486be55,Gladstones Pacific Palisades fillbox,['Restaurant']
76,0x80c2c715e2f0130f:0xa9a0b679f80d8e54,Isaan Classic,['Restaurant']
77,0x80852990182f7d55:0xe7374fc8442789f1,Carl's Jr.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
78,0x80db1bc2516bad15:0xd434ab55a2dc42e7,AsiaSF Palm Springs,['Restaurant']
79,0x80c2ce5ad7ea5515:0x155d92fbf5bf2cc7,MJ CAFE,"['Cafeteria', 'Deli', 'Mexican restaurant', 'Restaurant']"
80,0x80c10d7500ca2219:0x47485f40a87f5611,Acres Bar,['Bar']
81,0x80c28758c9f2739f:0xe44f4ef91661c984,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
82,0x808f9f16784e6f09:0x8d47c5981115ff6b,Starbucks,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
83,0x8084d0e5f234f735:0x782262f8c6962382,Carlton Club,['Bar']
84,0x80c2c0ae97a1989d:0x5d5a1128109282c7,Casual Public,"['Restaurant', 'Bar & grill']"
85,0x80dcafb14e219d6b:0xc6a83e0b565ed0b1,Alaska Crab,['Restaurant']
86,0x80c4b388ffb45711:0x5be516b31e3d6d11,Botana,['Restaurant']
87,0x809467352f2ce435:0x9d7881ae2a25c1b0,Piara Pizza,"['Pizza restaurant', 'Pizza Takeout', 'Restaurant']"
88,0x80d94dab151ac567:0x70877709ce54a6b,San Diego Kabob Shack,['Restaurant']
89,0x808fbb329381f91f:0xe80fd33117e68b4,California Café,"['Cafe', 'American restaurant', 'Bar', 'Caterer']"
90,0x80c2971865b00631:0x1d360a4bfe47e631,Chit Chat Restaurant Cafe Lounge,"['Restaurant', 'Pizza restaurant']"
91,0x80dcde0d8c62747b:0x96e34b76f227568d,Subway,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
92,0x809c7691c83f888b:0x646f1dd8bd432cc2,The Buckhorn Bar and Mountain Creek Restaurant,"['Bar & grill', 'Bar']"
93,0x8085b169767ab3e3:0x4735d907927ecaed,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
94,0x80eadd087916a151:0xe9f866917196f6e7,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
95,0x80dd2001a9dbb35d:0xd99e4c3f208e3e34,Porch,"['Restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Brunch restaurant', 'Sports bar', 'Wine bar']"
96,0x80dcdfa945f0309d:0xef10a54dffecc453,Anchor Bar,['Bar']
97,0x80dd2bbd9a980e3b:0xb93fdf6f8f6a0b25,Miguel Magallon Restaurant,['Restaurant']
98,0x80d957868f2ff275:0x2a58075cad572fc8,Lolita's Mexican Food,"['Restaurant', 'Mexican restaurant']"
99,0x809054bee4f0ff45:0x7a4d72a9c2f53a35,El Palenque,"['Bar', 'Latin American restaurant', 'Mexican restaurant']"
100,0x80c3345700293b63:0xcaada1f034a260e8,Pacific Grille,"['Restaurant', 'Lounge']"
101,0x809112d2a081c559:0xf4f2a96fb363923b,California Sweet Potato Growers,['Food']
102,0x80dbe9a345445081:0x87c14e04a71c1c9,Popeyes Louisiana Kitchen,"['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
103,0x80dbfa0dc6c2e527:0x44b517ad6faf4baf,Bake Sale Patti,"['Bakery', 'Cafe']"
104,0x80dd3138a43a4147:0xa2e5ff443ec27a3a,TOGO'S Sandwiches,"['Sandwich shop', 'Caterer', 'Deli', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant', 'Salad shop']"
105,0x80dd27b99bd2c291:0x9b7f48cd667ca43d,Beepop,['Restaurant']
106,0x80dd29bab9db372f:0xea251f2573f455d8,California Girls Anaheim,"['Adult entertainment club', 'Bar', 'Night club']"
107,0x54d3126e224514a5:0xc5e32232d9681576,Wildwood Inn and RV Park,"['RV park', 'Bar', 'Beer store', 'Cafe', 'Gas station', 'Pizza restaurant', 'Pool hall', 'Wine bar', 'Wine store']"
108,0x8094e52bf2f302f1:0x25da5dba96eed52,Lori's Country Corner,['Restaurant']
109,0x8094f9001f9722d5:0x9769ecffa4760d90,Sofia's California Cuisine,['Restaurant']
110,0x808f7f6366731ebd:0x8f3d832962c9ee77,SPRO,"['Cafe', 'Bakery', 'Coffee shop', 'Dessert shop', 'Hamburger restaurant', 'Restaurant', 'Salad shop', 'Sandwich shop']"
111,0x80c2c635a3cb750d:0x795ce27d68bb6409,Palikao,['Restaurant']
112,0x80c2bb5bf5cc4ce9:0xa46604dd543ca1c7,Yamakase,['Restaurant']
113,0x80c2c7b3b03af0f3:0xae620d1f51b14c0b,Salata,"['Restaurant', 'Takeout Restaurant', 'Salad shop', 'Soup restaurant']"
114,0x808561eab029a67f:0x5e0da00061a7a92,Kanishka's Gastro Pub,"['Gastropub', 'Restaurant']"
115,0x80852901bfddd01f:0xef5c33acec5ec309,Solomon's Delicatessen,['Restaurant']
116,0x809ad758b410f11b:0x6a6aef4b5f1a3337,Shop & Save Smoke Shop,"['Restaurant', 'Store']"
117,0x808f9ecc194e659d:0x7b5d3ec7bbe6b362,Pizza Hut,"['Pizza restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Restaurant']"
118,0x809ada652009e4e1:0xdb82e2d8645add70,Café Le Monde,['Cafe']
119,0x80c2b9518dc4f7e7:0xdfbf945567a04fe2,Star Night,"['Korean restaurant', 'Asian restaurant', 'Bar', 'Beer garden', 'Dinner theater', 'Lounge']"
120,0x80858098b84b7d5d:0x1c94d9c3a89b3839,Stelline,['Restaurant']
121,0x80dd28863d107f61:0x720ba8405a14f29,Cocohodo Garden Grove,['Cafe']
122,0x808577a0252fc38f:0xd51709b8909975eb,FasTrack Coffee Company,"['Coffee shop', 'Cafe']"
123,0x80c35123629c7e37:0x618390bd15821710,Einstein Bros. Bagels,"['Bagel shop', 'Bakery', 'Breakfast restaurant', 'Cafe', 'Coffee shop']"
124,0x80dcdc1f65986bad:0x294d1f5ffefe056b,Sharky's Woodfired Mexican Grill,"['Mexican restaurant', 'Latin American restaurant', 'Restaurant']"
125,0x80c2c712dc6c3aa1:0xd01bff4a6fb3492a,Panamerican Night Club (Oficial),"['Night club', 'Bar', 'Restaurant']"
126,0x80ea420d286d23ed:0xc357f30b539e921b,Cactus Bar & Grill,"['Mexican restaurant', 'Bar', 'Latin American restaurant']"
127,0x80c2bb9c60b71fd5:0x257df43021838bbe,Sushi Masu,"['Sushi restaurant', 'Barbecue restaurant', 'Japanese restaurant', 'Restaurant']"
128,0x80dd31107463790b:0x22784ac8bdf16d6a,Happy Elephant Vegan,"['Restaurant', 'Pan-Asian restaurant', 'Vegan restaurant']"
129,0x80dcb1efe6a55d01:0xb45f12e9118e4675,Mezcal Ultra Lounge,"['Night club', 'Bar', 'Dance club', 'Live music venue', 'Lounge']"
130,0x80ece37d08aad231:0x5fc581d6af290ab1,Beerwood,['Restaurant']
131,0x80c32bf500c0abc9:0x6c366f8a918f5aed,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
132,0x80dcd94f21252ddb:0xb92a04d481fbe01a,Tacos El Catrin,['Restaurant']
133,0x808f7e88b30b141b:0xc10ef45f3691e929,La Taqueria Menudo,['Restaurant']
134,0x80dcd949e53e5d2d:0xb03235799f52fe2a,Cafe 269,['Cafe']
135,0x80c32b5988cd3fa1:0xfb11ba0daf48fb70,Tea Rush,['Restaurant']
136,0x808e32ea37ec2793:0x3bf2fc4cb6436cce,Xinh Xinh Cafe,['Cafe']
137,0x809ad7381afd6843:0xceaecec727b67574,Dutch Bros Coffee,"['Coffee shop', 'Cafe', 'Juice shop', 'Tea house']"
138,0x80dcad6668cbae5d:0xac06c6b19e181bcd,El Rey del Pollo,['Restaurant']
139,0x80c2a4905d4712ef:0x2295958e0e302fa1,Sam's by the Beach,"['Mediterranean restaurant', 'Restaurant']"
140,0x80c336d50aec83b9:0x5119881a70a279c5,Starbucks,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
141,0x80dc77530f8aa40d:0x7bee8ee74ca9b4ba,Brewed Vista,"['Restaurant', 'Beer hall', 'Coffee shop', 'Tea house']"
142,0x8090138d73bf3529:0xdf7f15bf52ffc4f,Blazin' Cajun Restaurant,['Restaurant']
143,0x808f7867b68a3a43:0xb5c0646600b9b6e,Pointe Cafe,"['American restaurant', 'Cafe']"
144,0x80c2d2d990b701e5:0x824ee9fed19d4edb,Happy Bowl,"['Japanese restaurant', 'Asian restaurant', 'Takeout Restaurant', 'Restaurant']"
145,0x80ea6a1417d1df29:0xc85d908206b29dd4,Chat N Chew,"['Restaurant', 'Soul food restaurant']"
146,0x80c2c602bcfb9327:0xc3e84862d8a2b248,Zapotec Cafe,"['Cafe', 'Art cafe', 'Coffee shop', 'Health food restaurant', 'Sandwich shop']"
147,0x80dcaa707da1610b:0x54b2a4526abd76c2,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
148,0x80c2b7c59de10969:0x346b572a9b04cee1,Martin's Cocina y Cantina,['Restaurant']
149,0x80ea41dd29d1f6ef:0xdfc62d50288639ee,Love Korean B.B.Q,['Restaurant']
150,0x80dcdbe235f3cba7:0x45f311bbc5341d5a,Omega Drive-In,"['Restaurant', 'American restaurant', 'Breakfast restaurant', 'Brunch restaurant', 'Diner', 'Fast food restaurant', 'Hamburger restaurant']"
151,0x80997b29f01b4155:0xf54f80a189d85d55,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
152,0x80c2bb98ef95166f:0x132007dcad709cca,Marco's Pizza,"['Pizza delivery', 'Restaurant']"
153,0x80dd2876c889aa43:0x7721c9d43ac8b5ad,East West Shabu Shabu,"['Shabu-shabu restaurant', 'Asian restaurant', 'Restaurant']"
154,0x80c2b9206b1f242b:0x50605e30cc47f0db,Daedo Sikdang,['Restaurant']
155,0x8094609f73baa4fd:0x44885238963cd02a,Cafe EOC,['Restaurant']
156,0x80d94544588ecf39:0x77b12cc8b6a2ca79,The Protein Plate,"['Restaurant', 'Health food restaurant']"
157,0x808e335822015eaf:0x91d8bdf22c064cd5,Edna Ray Chinese Restaurant,['Restaurant']
158,0x808580b1ca9aab5d:0xdc69001a095dc3a4,Cafe Abir,"['Coffee shop', 'Cafe', 'Espresso bar']"
159,0x80dd28ab9dfbd7f1:0x24efe688fba0ed6f,Yaki Tori,['Restaurant']
160,0x808fe79f0aaf495d:0xdc531d5b310d6284,Auntie Anne's,"['Pretzel store', 'Bakery', 'Cafe', 'Restaurant']"
161,0x809adbc4a789bf97:0x8dfeddac76ebbdb6,Woody's Grill & Bar,"['Restaurant', 'Bar']"
162,0x80dca16fc496fb71:0x805ba42eff3916b5,The Derby Room - Perris,['Restaurant']
163,0x80c2bbff2dea0bff:0xf9e91b4fce116d0e,Scarpetta Los Angeles,"['Italian restaurant', 'Bar', 'Restaurant']"
164,0x808e21716486f45b:0x6a7782141d09e5b3,Vitality Bowls Morgan Hill,"['Health food restaurant', 'Cafe', 'Gluten-free restaurant', 'Juice shop', 'Sandwich shop', 'Vegan restaurant', 'Vegetarian restaurant']"
165,0x80dc0b61edb94747:0xf1c2a05e07cbc66a,Pizza Hut,"['Pizza restaurant', 'Chicken wings restaurant', 'Delivery service', 'Restaurant']"
166,0x80c34b058978b95f:0x9744677217310774,The Steel Way Café,['Cafe']
167,0x80c2d68089e21cdd:0xc0b93d7fca8ee84b,The Industry Bar,['Bar']
168,0x808ffebd661bc59f:0x798af4b287933a43,Iron Kitchen,"['Restaurant', 'Asian restaurant', 'Chinese restaurant']"
169,0x80845a0cff5dcc35:0x6eaf9d7bfda57691,The Grill at Meadowood,"['American restaurant', 'Bar', 'Californian restaurant']"
170,0x80842246ea9555b5:0x2667fc9996116cbf,Kozlowski Farms Retail Store,"['Restaurant', 'Gourmet grocery store', 'Manufacturer', 'Pie shop', 'Wine store']"
171,0x808e1b26d417532d:0xa3b491c904ece8a0,Monterey Bay Caterers,['Restaurant']
172,0x80ec6c90331c39f5:0x5270a39510a9c6fd,Starry Sky Coffee Company,"['Coffee shop', 'Espresso bar', 'Restaurant', 'Tea house']"
173,0x80dca505cc0104b9:0x3075263ca7a5f62e,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
174,0x808e34010319e261:0xe604930aa3915d4c,House of Chu,"['Restaurant', 'Chinese restaurant', 'Lounge']"
175,0x80c295d73ddd0579:0x2ecc8097a1ddd28f,Las Torres Bar,['Bar']
176,0x80dcb541f4fc571b:0x2094cc59d593fc2f,Stein's & Beers Kitchen,['Restaurant']
177,0x80d950b31fa6a209:0xb10006365e7073b1,The Bancroft Bar,"['Live music venue', 'Bar', 'Cocktail bar']"
178,0x808ff2c026a3b2bf:0xc9997b99f528121,Dickey's Barbecue Pit,"['Barbecue restaurant', 'Box lunch supplier', 'Caterer', 'Family restaurant', 'Restaurant']"
179,0x808f940cfcdd1503:0x5f8a94ffb39551c7,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
180,0x80c2da56c823a587:0x3a989b5638dd296,Miss Feeling Music Bar,"['Chinese restaurant', 'Grill', 'Bar & grill', 'Restaurant', 'Seafood restaurant']"
181,0x808447e279a52873:0x29c4876f5fabcbb5,Taco Chido,"['Restaurant', 'Mexican restaurant']"
182,0x808580a6fb5b6609:0xffc07e48b7b26981,Bean There,['Cafe']
183,0x8085809f412040b1:0x78641dc1676347cc,Paul K Restaurant,['Restaurant']
184,0x8085ac1d43158ccb:0x997946d58a972fa9,Taub Family Outpost,['Restaurant']
185,0x80dd4a5bb52e8a83:0xb726bc93f7bd0aca,The Coffee Bean & Tea Leaf,"['Coffee shop', 'Cafe', 'Tea house']"
186,0x80c2bbaa7384f4af:0x5ad95a898fdfb4fc,Champagne French Bakery Café National,"['Cafe', 'Bakery', 'Brunch restaurant', 'Caterer', 'Dessert restaurant']"
187,0x808587a61466a6ed:0x791f2d5d607d64fa,Fog Baby Cafe,"['Cafe', 'Breakfast restaurant', 'Deli', 'Sandwich shop']"
188,0x80dc75be6d46cd09:0xa6b56ea5fefdf719,Bantam's Roost,['Restaurant']
189,0x80c2d0b5ae11783b:0x63a813680923a917,Mom's Bakery & Cafe,['Cafe']
190,0x80c32b23c0e17815:0xf2afec964323dd4b,Cup Bowl Pho - Hot Pot & Tea,['Restaurant']
191,0x80c3518bd8cd2ceb:0x5406c2a5a5f0bbf9,Poketology Poke,['Restaurant']
192,0x8090129ec8862b53:0xc822cf7f5e07861f,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
193,0x808fe9c451b5bddb:0x213ffde70c47f60d,ELIA,['Restaurant']
194,0x8085573b7df4350b:0x2e578e8eb6e3f19f,Mariscos y antojitos las plebes,['Restaurant']
195,0x80c336d43db2fbcd:0xb0357b8e2775d93f,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
196,0x808577051974faf7:0xf1f8242a0c8bcd81,HomeTown Buffet,"['Buffet restaurant', 'American restaurant', 'Breakfast restaurant', 'Family restaurant', 'Restaurant']"
197,0x80c2a5dc4b74b01d:0x59e9be7780916f32,Fresh Corn Grill - Santa Monica,['Restaurant']
198,0x80c2d5a1a44d7ecf:0x6f1888dc34fdd38,bb.q Chicken Hacienda Heights,['Restaurant']
199,0x80c2bff60b43e103:0x30dc5bd577db1b88,Chinda Barbeque & Restaurant,['Restaurant']
200,0x80855f12927d823d:0xe0574f074e62e98a,Center Street Deli & Cafe,"['Deli', 'Cafe']"
201,0x80d94de61be6a525:0xf1c0643b64026c76,Tijuana. J.R.,['Restaurant']
202,0x80c2c35c284016f1:0x7ca888a10eff0ad8,FISH DISH,"['Restaurant', 'Seafood restaurant']"
203,0x808de6b9ee6ff523:0x89ae8cffe6dbe2ff,Alberto's,['Restaurant']
204,0x80c2b4af13ff89bd:0xa8f3c5d09285cb57,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
205,0x808fc71d61bcb7d7:0x6cd30ddf8f1b4c8,Cafe Mei 美而美,"['Breakfast restaurant', 'Cafe', 'Lunch restaurant', 'Taiwanese restaurant']"
206,0x80ecf1aff54e5495:0xe42b3fb13a1d3987,What's Cookin',['Restaurant']
207,0x808f7fcd9700d9bf:0xbd6776261075b3eb,Oki sushi,['Restaurant']
208,0x80dd2daeafbf9383:0x1803e44b1b60a076,Boba Loca,"['Cafe', 'Coffee shop', 'Juice shop']"
209,0x80c2bf50c842c2a9:0xdf92dcdb84e13c63,Bangkok Street Food,"['Restaurant', 'Thai restaurant']"
210,0x80dd26293bec82b3:0xa312b38d9b227c8c,Thach Che My Linh,['Cafe']
211,0x80c35329b54db21d:0xd75aad643358210f,El Paraiso Salvadoreño,['Restaurant']
212,0x80dbf98c16c2a7a7:0x5f96a2cc28a08cd1,Chatime,['Cafe']
213,0x808f9f85e4c7a4eb:0x8887b964cb3ab67,Eats Meets West Bowls,['Restaurant']
214,0x808f7e26637e61c3:0xbcadf048eca149d2,Chicks and Love Pizza Patio,"['Pizza restaurant', 'Cafe', 'Caterer', 'Pizza delivery']"
215,0x808fcea52899844f:0xee49090fbc3c3a46,Com Tam Nhu Y Restaurant,['Restaurant']
216,0x80855c5a80acf2e9:0x6a7294bbf9024a58,Bank Club,['Bar']
217,0x80dcd83ab4db8089:0x5181fb2b55be0adc,Choco-Latte,"['Cafe', 'Coffee shop']"
218,0x80dd31a27037c7a5:0xfbfe03784fd5a6aa,Best Bargain 99 Cent,"['Discount store', 'Food']"
219,0x80dcd5bc3c01a10d:0xdcd0225967822c6d,Susie's Freeze,['Restaurant']
220,0x808f80b21fb39319:0xcd4747b36ef2efc3,Club BNB,"['Night club', 'Bar', 'Cocktail bar', 'Gay bar', 'Gay night club']"
221,0x80c2c0560fdb2f5f:0x54be46549aede504,Häagen-Dazs,"['Ice cream shop', 'Restaurant']"
