,business_id,name,categories
146,0x80c8c6a67ee00817:0xa1d3a731a3e5cd62,Hawaiian Style Poke,"['Hawaiian restaurant', 'American restaurant', 'Barbecue restaurant', 'Restaurant']"
147,0x80993eacc2036ca7:0xa0d851b3b723882,JJ's Sushi,"['Sushi restaurant', 'Japanese restaurant', 'Restaurant']"
148,0x809947080c7851cf:0xe973f617834a567a,Dead Ringer Analog Bar,"['Bar', 'Cocktail bar', 'Live music venue', 'Lounge']"
149,0x80993ee1800c01bb:0x2eb56167b7e59c55,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
150,0x80c8dc9a7e38eb87:0xb3e4480b7e9da9a,The Boxx Eastside Bar and Venue,"['Bar', 'Event venue']"
151,0x80c8dcda2b3561fb:0xdaf8e6ce826ea0f2,Birrieria Camino Real,['Restaurant']
152,0x80c8d19e27505d93:0x68aa9966495f84db,Hi-Coffee Café,['Cafe']
153,0x80c63c1bf7a02967:0x7b4b21e0eab41891,Coyote's DEN,['Bar']
154,0x80c8d55109f2c6a3:0x9aec612714c7dfcb,Hellas Bakery Cafe,"['Restaurant', 'Bakery', 'Cafe', 'Coffee shop', 'Dessert shop', 'Pastry shop']"
155,0x8099bed86491f669:0xe0de6db59c3201a2,Washoe Retail Enterprises,"['Tobacco shop', 'Cafe', 'Gas station', 'Gift shop', 'Truck stop']"
156,0x80994735b712cdd3:0x2d144f2f2874a8ff,Millies24,"['Cafe', 'Restaurant']"
157,0x8099150590830b11:0x86c0e3b0c8c5cc14,Starbucks,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']"
158,0x80c8bf4e7f687521:0x18ce2028e1740e25,Island Fin Poke Co - Summerlin,['Restaurant']
159,0x80c635d57917d1e7:0xbb60e5ef634cf983,Old West Market,['Cafe']
160,0x80c8c83dfbf531b9:0x3779674553000e93,Rounders Grilling & Gaming,"['Bar & grill', 'Bar']"
161,0x80993ed182b77c81:0xf564f96b646cee5c,Grampy's,['Bar']
162,0x80c8c2cf908e3051:0x2596e9ad25dfde63,Chamango Mexican Snacks,"['Snack bar', 'Cafe', 'Ice cream shop', 'Mexican restaurant', 'Soft drinks shop']"
163,0x80c8c414f6721131:0xec7f9b81c1f29a68,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Restaurant']"
164,0x80c8c02eb322cb89:0x372e032003793877,New Bar & Grill coming soon,"['Bar', 'American restaurant', 'Bar & grill', 'Casino', 'Wine bar']"
165,0x80c8c1cc846d681d:0x39967f385142b1ee,Mexxy Tamales & Snacks,['Restaurant']
166,0x80c8c4377962c141:0xc6a3bdea34fa5909,Indigo Lounge,"['Bar', 'Lounge']"
167,0x80993ed0d2289e37:0x4fb1dc8f8c7fc563,Dotty's Gaming & Spirits,['Bar']
168,0x80993898c0b9f419:0xb522cbedef6b484e,Dotty's Gaming & Spirits,['Bar']
169,0x80a60127dfafd645:0xe43018c9b118cb71,Mudd Hutt,['Cafe']
170,0x80c8c431e35b9f01:0xa9b697fb101d25b7,Jean Philippe Patisserie at ARIA,"['Pastry shop', 'Cafe', 'Chocolate shop', 'Dessert restaurant']"
171,0x80993900989b6933:0x870c9a63225893f5,Starbucks,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']"
172,0x80c8e95d68aba2ad:0x952fc51dd9be34f,Starbucks,['Cafe']
173,0x80c8c432fd515053:0xae3dff265a053c1e,Minus 5,['Bar']
174,0x80c8b8e936235e07:0x84a16b5e55ada0a6,PT's Gold,"['American restaurant', 'Bar', 'Bar & grill', 'Casino', 'Pub']"
175,0x80c8c46672f5fd13:0x782a2c56c1a7eeb5,Starbucks,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
176,0x80c8c36380cece7f:0x3c752f90d12a178a,Olocuilta Restaurant,"['Salvadoran restaurant', 'Latin American restaurant', 'Restaurant']"
177,0x809909964e5478db:0x77fdb61eece4d011,Bunny Ranch Bar & Cigar,"['Traditional American restaurant', 'Restaurant']"
178,0x80990fab4968d399:0x80bc644ba98770e6,The Delta Saloon,"['Bar & grill', 'Event venue', 'Restaurant', 'Wedding venue']"
179,0x80990fab49e36cf5:0xc19ee942ec2dc156,Union Brewery,['Bar']
180,0x80c8bf3c3eba5081:0x6fa19288d45ca0f9,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
181,0x8099408bd39d630b:0x8e6e7c49d79dd407,Red Hut Cafe,['Cafe']
182,0x80c8eb98f91b743f:0x4c19fd181294a50d,Boba King,['Restaurant']
183,0x80c8c8b8b2c5e91b:0xdf99d2ebe815549e,Starbucks,['Cafe']
184,0x80c8c1615b30f0dd:0x5819fcf5b30aa4d4,BRONZE CAFE,['Restaurant']
185,0x80c8c44db9055555:0xae10b54807a9f362,Casa Calavera at Virgin Hotels Las Vegas,['Restaurant']
186,0x80c8c7c729d60eeb:0x18eaabc6f87cea6c,Ike's Love & Sandwiches,['Restaurant']
187,0x80c8c43b0ced90a1:0x7735cefef9be748b,Numb Bar & Frozen Cocktails,['Bar']
188,0x80c8c022e5faeae3:0x27b2d93569fe32f8,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
189,0x80c8c45b3938f329:0xfd527b9e32bb7729,Fun Hog Ranch,"['Gay bar', 'Bar', 'Gay night club', 'Lounge']"
190,0x8099469fb7c398ab:0xf4b13204d38ee0ed,Dickey's Barbecue Pit,"['Barbecue restaurant', 'Box lunch supplier', 'Catering food and drink supplier', 'Caterer', 'Chicken wings restaurant', 'Family restaurant', 'Delivery Restaurant', 'Restaurant']"
191,0x8099476249b967bb:0x57fca31cd8db825f,Pizza Factory,"['Pizza restaurant', 'Family restaurant', 'Italian restaurant', 'Restaurant']"
192,0x80c8bfe10274e623:0xc322f0e10faa317c,Sultan's Grill,"['Restaurant', 'Greek restaurant', 'Mediterranean restaurant', 'Middle Eastern restaurant']"
193,0x80be7a3556fda145:0x5ac7adf02650ef6d,The Boonies,"['Bar', 'Restaurant']"
194,0x80c8c68c055389a3:0x109bc843e4309adc,Carl's Jr.,"['Restaurant', 'Fast food restaurant', 'Hamburger restaurant']"
195,0x80c8c937d045f377:0x3a12900860cdfa96,Ramen Show,['Restaurant']
196,0x80b898d7147aa999:0x56bfec19e645234b,Death Valley Coffee Time,"['Espresso bar', 'Breakfast restaurant', 'Coffee shop', 'Restaurant']"
197,0x80c8c14921818395:0x3e8af706f252ed0c,Oiga Mire Vea Colombian Cuisine and Latin NightClub,"['Colombian restaurant', 'Night club', 'Restaurant']"
198,0x80c8c57c4e713247:0xcc6072049cc02a80,Breakfast & Burgers - Excalibur,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Cafe', 'Fast food restaurant']"
199,0x80c8c6fac1903419:0xada16d04dbba73f7,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
200,0x809838e861021ba3:0x6150d109f756b782,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
201,0x80990fab482fef65:0x2b3206246478ad0d,The Bonanza Saloon & Cafe,"['American restaurant', 'Bar', 'Cafe']"
202,0x80c8da8d31babbcf:0x64bbc0f0517ec533,Snaps,"['American restaurant', 'Cafe', 'Diner']"
203,0x80c92b34179612e5:0xfc34df105810558b,Back Stop Sports Pub,"['Night club', 'Bar']"
204,0x80c8db191802bb39:0x3ec9e11c080b9789,Ant Thai Food,['Restaurant']
205,0x80c8c48920d04a97:0x7d39e873c46ae5b3,Nanay Gloria's Filipino Buffet,"['Filipino restaurant', 'Fast food restaurant', 'Restaurant']"
206,0x80c8e7e69cb7a68b:0x8df23715b566041a,Gourmet China,"['Chinese takeaway', 'Restaurant']"
207,0x80993eacea86bcad:0xb7108f6ce947dd90,My Favorite Muffin,"['Bakery', 'Takeout Restaurant', 'Restaurant', 'Sandwich shop']"
208,0x80c8e9a57f6cb9f7:0x48ae7cb299f5c684,PT's Gold,"['American restaurant', 'Bar', 'Bar & grill', 'Casino', 'Pub']"
209,0x80c8c97c99ef9387:0x86fca8053664c411,New Day Cafe,"['Restaurant', 'Cafe']"
210,0x809940cb4b460223:0xd0bd128e25ff2dc6,Imperial Bar & Lounge,"['Bar & grill', 'Bar', 'Gastropub']"
211,0x80c8cfb519b2eb0b:0xcde0005d5ed7a203,Tipps Cafe,"['Coffee shop', 'Cafe']"
212,0x80c8c5e283a75415:0x704fca8eac1b7869,The NoMad Restaurant,"['American restaurant', 'Restaurant']"
213,0x80c8d1f4439f2df3:0x3c8ef6676c3ddfed,The Connection Thai Sushi,['Restaurant']
214,0x8099bd1d0e288691:0x2e2395f62b376772,Schat's Bakery & Restaurant - Minden,"['Bakery', 'Restaurant']"
215,0x809906a39110b511:0xe97547e4fd7f3f37,Little Saigon,"['Vietnamese restaurant', 'Restaurant']"
216,0x8099079b79ce23b9:0x50a2fde9edb24e29,Dayton Taphouse,['Restaurant']
